ANO,AVG_pib_growth,AVG_cresc_pib_per_capta,AVG_pib_percapta,AVG_demanda_petroleo,AVG_demanda_gas_natural,AVG_estoques_petroleo,AVG_exportacoes_gas_natural,AVG_importacoes_gas_natural,AVG_importacoes_petroleo,AVG_producao_mundial_gas_natural,AVG_producao_petroleo,AVG_producao_petroliferos,AVG_exportacoes_petroleo,AVG_valor_export_bens_servi_opep,AVG_valor_import_bens_servi_opep,AVG_prod_petroleo_opep,AVG_pib_membros_opep,AVG_crescimento_pib_opep,MAX_pib_growth,MAX_cresc_pib_per_capta,MAX_pib_percapta,MAX_demanda_petroleo,MAX_demanda_gas_natural,MAX_estoques_petroleo,MAX_exportacoes_gas_natural,MAX_importacoes_gas_natural,MAX_importacoes_petroleo,MAX_producao_mundial_gas_natural,MAX_producao_petroleo,MAX_producao_petroliferos,MAX_exportacoes_petroleo,MAX_valor_export_bens_servi_opep,MAX_valor_import_bens_servi_opep,MAX_prod_petroleo_opep,MAX_pib_membros_opep,MAX_crescimento_pib_opep,MIN_pib_growth,MIN_cresc_pib_per_capta,MIN_pib_percapta,MIN_demanda_petroleo,MIN_demanda_gas_natural,MIN_estoques_petroleo,MIN_exportacoes_gas_natural,MIN_importacoes_gas_natural,MIN_importacoes_petroleo,MIN_producao_mundial_gas_natural,MIN_producao_petroleo,MIN_producao_petroliferos,MIN_exportacoes_petroleo,MIN_valor_export_bens_servi_opep,MIN_valor_import_bens_servi_opep,MIN_prod_petroleo_opep,MIN_pib_membros_opep,MIN_crescimento_pib_opep,DESV_pib_growth,DESV_cresc_pib_per_capta,DESV_pib_percapta,DESV_demanda_petroleo,DESV_demanda_gas_natural,DESV_estoques_petroleo,DESV_exportacoes_gas_natural,DESV_importacoes_gas_natural,DESV_importacoes_petroleo,DESV_producao_mundial_gas_natural,DESV_producao_petroleo,DESV_producao_petroliferos,DESV_exportacoes_petroleo,DESV_valor_export_bens_servi_opep,DESV_valor_import_bens_servi_opep,DESV_prod_petroleo_opep,DESV_pib_membros_opep,DESV_crescimento_pib_opep,PRECO,PAIS,pib_growth,cresc_pib_per_capta,pib_percapta,demanda_petroleo,demanda_gas_natural,estoques_petroleo,exportacoes_gas_natural,importacoes_gas_natural,importacoes_petroleo,producao_mundial_gas_natural,producao_petroleo,producao_petroliferos,exportacoes_petroleo,valor_export_bens_servi_opep,valor_import_bens_servi_opep,prod_petroleo_opep,pib_membros_opep,crescimento_pib_opep
2000,6.715384615384616,3.8629122543543204,9930.9583246059,1111.125024658348,38530.928028448616,27972.822354838707,14373.192307692309,14305.0,775.8024381045417,38329.87582022281,1238.9632857142856,1083.3751837494758,982.3088134893545,25336.106970909088,13867.299641487702,1467.3147777777776,56534.00540760606,13.333363636363636,110.5,13.4607875378227,39169.3595701504,19998.96448087432,645310.0,262766.0,102220.0,108970.0,9071.0,543160.0,5821.605,17243.0,6253.1,82259.467,46926.133,2891.0,189514.91022266663,110.505,-4.3,-4.22342810431169,390.093330934266,1.5,30.00424808836024,150.0,0.0,0.0,0.0,20.0,7.199,0.0,0.0,1379.2,609.992,115.962,1156.0,-4.34099999999998,14.87979250030292,3.2431040310379564,11329.705796307971,2810.86928562524,95037.33371407537,52872.49641180135,23352.620561264688,26616.15627771974,1601.3528760962618,86029.39053014983,1240.4350885594783,2492.193244848735,1238.1862515524313,22424.11010804457,13829.48263810025,994.7756426095705,55294.37524119067,30.99148853321073,22.58,Ecuador,1.1,-0.813578255639698,1445.27932442901,136.29216438356164,,4566.0,,,0.0,140.0,392.203,161.98321,240.9,,,,,
2001,4.263461538461539,2.930281244913585,9668.659956543117,1118.7346429012093,39538.73063394281,28960.063548387097,14984.038461538461,14775.3125,790.2021765131099,39338.68534403234,1220.4386071428569,1100.0031247655495,957.9869308480046,21570.47179199999,14603.11439407151,1421.7404444444444,55245.60717871478,6.4899090909090935,60.0,56.7889359897587,37133.2428088526,19997.528767123287,658180.0,262697.0,106290.0,113320.0,9328.0,555450.0,5801.352,17285.0,6035.9,72980.533,44058.4,2791.904,184137.51772486267,60.023000000000025,-6.6,-5.44704817261687,404.807861229282,1.2000000000000002,30.00424808836024,150.0,0.0,0.0,0.0,20.0,6.617999999999999,0.0,0.0,1795.0,847.4300000000001,172.58,1672.0,-6.569000000000003,8.691862437540996,8.574710601336651,10876.670343982503,2808.6829324959126,96768.25431359619,52932.989490124855,23636.892205065906,27056.049344875606,1628.5796139191652,87768.61468424904,1221.4431344042625,2494.7777771996807,1189.7514506241878,20439.310076293546,13388.860348274175,935.5337664811832,55213.48168250477,17.257819795172416,19.35,Ecuador,4.0,2.13470557328759,1894.61619585804,147.644,,4630.0,,,0.0,160.0,394.4810000000001,160.26299999999998,250.93,,,,,
2002,3.609615384615385,2.320836883513201,10023.797107671275,1121.5731989565518,39973.4121846524,28924.92035483871,15771.807692307691,15527.8125,779.1222322143717,39474.37582022281,1193.503321428571,1095.4841072286279,906.8130191610193,22311.09114672727,15185.62721824909,1321.3377777777778,55189.57290559234,3.521727272727273,19.6,14.6134690680883,38023.1611144021,20103.10136986301,635100.0,262790.0,107100.0,113650.0,9140.0,535990.0,5744.052,17273.0,5284.6,77641.333,44830.4,2782.0,189605.9202405157,19.62099999999998,-10.9,-11.8547817184023,430.052872413573,1.2000000000000002,90.0127442650807,150.0,0.0,0.0,0.0,20.0,5.84,0.0,0.0,2117.0,954.248,199.475,2061.0,-8.855999999999995,5.3179037084241205,4.802359693008786,11356.524000565596,2819.164504160084,93543.96573470232,52925.26204750789,24010.290758530424,27444.463209176523,1591.6285059876861,85090.85243464586,1189.2952693697296,2490.1792033750125,1041.8559947741453,21861.917236036352,14145.28717003194,835.7111435969804,54230.784070493355,8.755776566887489,31.49,Ecuador,4.1,2.28463176529399,2172.1018772447,159.00487671232878,,5060.0,,,0.0,100.0,378.568,154.83941590000003,231.0,,,,,
2003,6.569230769230769,3.0205959146370716,11621.19880177474,1140.683879400842,41151.20050398277,29426.42608064516,16494.80769230769,16625.9375,799.4603061921413,40483.73296307996,1205.918123693183,1120.6347519625563,945.9723721173431,27737.969369954546,17288.90385272727,1355.6796070454577,61249.23043231128,14.571727272727271,81.8,15.988912836006,39496.4858751381,20399.05753424657,634270.0,262730.0,98920.0,113270.0,9665.0,540490.0,5649.238,17487.0,6522.9,98956.8,52073.791695,2643.0,215807.655244424,81.787,-7.8,-38.4182256584574,480.579834256949,1.2000000000000002,90.0127442650807,150.0,0.0,0.0,0.0,20.0,3.919,0.0,0.0,2801.0,1016.86,225.501,3765.0,-7.7549999999999955,11.519307178377636,6.997516750559017,12973.180460851341,2860.7675163835906,93448.79237657065,52995.28825311398,22995.04354959201,28061.67703240656,1676.4518561747132,85466.02256696674,1179.4369186273168,2524.02863079066,1268.61219307435,28103.36314827562,17050.983147791114,813.8570909386889,60259.638682484736,22.259896050933104,30.3,Ecuador,2.7,0.984821248317118,2425.85184175715,158.1597534246575,,5060.0,,,0.0,150.0,402.02900000000005,145.41175224503405,209.0,,,,,
2004,8.190384615384618,6.386908399111552,13461.957814473037,1178.3482061208008,41849.67927927463,29600.075741935485,17324.115384615383,17852.5,831.8457026766403,41011.23296307996,1267.6671003962288,1150.682522286177,1030.9353316951656,38582.371159636365,22706.875254269693,1588.0636456771563,78202.59497290982,14.694272727272727,53.4,49.4802803399545,42124.9408415757,21104.13934426229,625230.0,264310.0,102050.0,120520.0,10088.0,526120.0,5440.915,17814.0,6813.1,131920.533,71983.934649,3009.4,258742.26302900809,53.38600000000002,1.1,-1.82749470238439,546.909619010829,1.0,100.01416029453412,150.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,3727.63,1215.634,263.959,5950.0,1.1200000000000043,8.090979298324596,7.922728309614265,14692.050519022896,2947.913539729845,92216.55059506022,53409.01208702086,23734.53921758966,29293.8635852289,1731.965465891607,83385.30761475545,1178.7620159586452,2570.6665650714203,1325.8078194380237,37240.23105356715,22104.44865146967,891.0241436761037,71134.12588315418,14.373181833419105,41.33,Ecuador,8.2,6.40666424809126,2691.27768473838,164.72764383561645,,5180.0,,,0.0,240.0,517.5020000000001,158.82054817910003,287.0,,,,,
2005,5.834615384615383,4.306396560483622,14910.54713512457,1195.6697610518681,43547.584556344395,29703.89806451613,18292.923076923078,19316.59375,834.612973126412,41977.542486889484,1257.01975,1169.2468226250835,1084.4393058319451,54773.13180587182,27881.076562159797,1613.1276666666668,100405.89504348194,7.1354545454545475,26.4,26.6600947307444,51455.9509428993,21167.64931506849,622901.0,264211.0,106272.0,122856.0,10126.0,512636.0,5183.712,17800.0,7208.9,187243.733,84653.505786,3066.8,328205.6912893013,15.028999999999996,-0.8,-7.02036305064239,687.479727391611,1.1,100.01416029453412,150.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,5065.01,1369.9399999999998,261.628,8183.999999999999,-0.7859999999999872,4.304866861846584,4.9264369161294725,15717.169898446438,2959.46281513642,91941.93234075597,53419.18761974634,24970.62122224539,30250.629904453406,1745.7017205382958,81711.21696612785,1142.385122556863,2573.6211245839277,1397.785654264605,51051.89135531325,27252.925095160303,886.3371947576661,88680.48478177417,4.221867582515762,56.54,Ecuador,5.3,3.54392892961322,3002.13860439139,172.65408219178082,,5180.0,,,0.0,260.0,531.989,152.90825040017006,361.0,,,,,
2006,6.442307692307693,4.550548723577274,16224.82805283781,1204.998778892426,43666.98711778434,29962.368387096776,19281.576923076922,20192.96875,828.4357477724107,42960.542486889484,1264.944453137257,1170.6755932171357,1079.4091817097765,66219.73615430122,34289.19572585128,1645.4244097603548,121542.25007203956,5.498000000000001,34.5,33.0304877689447,59530.5610001944,21031.40273972603,613675.0,264251.0,102103.0,118543.0,10118.0,525522.0,5085.945,17975.0,7029.36,225206.04840949332,113343.467,3035.6,376397.6022064352,11.548000000000016,-1.9,-5.4974097241295,784.372375930354,1.1,100.01416029453412,150.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,5450.0,1560.553,227.714,10087.0,-1.9080000000000013,5.7534052175762085,5.153531739561666,16805.053543526905,2939.74430992431,90474.12000488477,53672.247689878415,23964.38796049267,30474.797262947843,1741.8920407059081,83400.63243375253,1127.7061582234862,2597.775894310361,1361.9929486989079,61563.40773523966,35517.41599671894,897.6749908819993,102582.9976331544,4.102319454782974,60.7,Ecuador,4.4,2.66928201497403,3328.88415626323,183.2205753424657,,5180.0,,,0.0,280.0,535.501,154.06752447447002,373.0,,,,,
2007,6.3923076923076945,4.380158953957441,18297.452867075648,1216.0657570800781,45153.90603191002,30115.69225806452,20345.76923076923,20962.0,828.4970113464311,44027.90105831806,1264.5868571428575,1176.3757449314044,1110.771758546278,76395.75345766728,46238.9580954028,1652.6925555555556,142759.52629583326,6.750818181818183,25.0,23.5906855604629,65421.3769169684,21004.2794520548,653837.0,264209.0,109906.0,130474.0,10031.0,547014.0,5073.926,17994.0,6962.08,249567.93244752,150123.349217,2981.923,415687.27333716577,15.28200000000001,1.5,-11.3456527143693,906.284229938514,1.36,80.0113282356273,150.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,6309.0,1704.27,232.467,12457.0,1.8470000000000084,4.295518512349916,4.572754154369776,18372.262230603294,2932.5905782722434,96171.48569353987,54095.0070722159,25744.365882965078,31425.41192251901,1730.247601058836,85990.98116220762,1109.114397054042,2602.3970443152134,1350.3335834444933,69615.70745955629,49521.62683553915,868.2449698909365,114303.49003461545,4.288635401069407,95.66,Ecuador,2.2,0.494765341357351,3567.83718649963,208.30246575342463,,6368.0,,,0.0,300.0,511.181,155.75711042190773,341.72,,,,,
2008,4.498076923076922,2.2912360869992145,20461.848641104138,1195.4047171920752,46350.735898425635,32478.287096774195,21209.80769230769,21654.21875,816.79793834179,45699.19724879424,1274.6603928571428,1181.9962005876307,1096.6876634600708,102763.23268058243,60327.348540101986,1703.5453333333332,181611.77350264808,5.958727272727271,17.8,13.1750169224021,80234.1908337022,19753.822404371585,658740.0,264063.0,103451.0,112816.0,9783.0,572210.0,4999.727,18146.0,7301.71,322853.6482666667,200327.025187,2957.536,519796.7386311289,17.798999999999992,-1.2,-10.2086460930316,990.846611164939,3.86,80.0113282356273,150.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,9506.0,2096.44,228.279,15582.0,-0.1619999999999919,4.242209619481492,4.360611798233576,20109.2953780513,2766.8363378469826,96905.56064368448,58433.41777027352,25778.715009479056,30405.45966571462,1695.9938337378567,89331.21033027348,1091.2692745096792,2621.9208155977085,1394.766107343965,89957.9556054566,62747.79387691909,885.5019898459354,140880.82744718945,4.884524227150463,35.82,Ecuador,6.4,4.60702110154982,4249.01896979445,200.21873553409688,,6511.0,,,0.0,260.0,501.188,167.594224961268,347.48,,,,,
2009,-0.551923076923077,-2.354995895505436,17668.68768167372,1168.4391006499898,45348.570618838494,33774.23203225806,19429.26923076923,21066.9375,759.5211430732996,44952.89128304425,1242.0520357142857,1166.2543859470768,1050.9402031768082,67753.95200122426,54440.448929957536,1579.7144444444443,146093.45994236495,-0.7889999999999963,13.1,7.05060225387908,59094.6591838465,19018.04109589041,648357.0,264590.0,93829.0,106226.0,9013.0,585501.0,5356.751,17882.0,6267.56,202056.54706666668,170121.443159,2878.06,429097.8992790143,8.353000000000009,-15.1,-15.1512246817973,957.995675292236,2.36,80.0113282356273,150.0,0.0,0.0,0.0,10.0,2.753,17.274356226552882,0.0,4739.63,1664.814,228.258,12184.0,-7.075999999999993,4.942456971705446,4.514820722337547,17120.105359804238,2662.140392786586,95164.58678227832,61852.9038179376,23212.789358716247,29059.442897208028,1558.0559808728954,90772.73849347983,1108.3743282472783,2590.172284873515,1208.2928304132045,63243.124132947676,54523.84133576951,849.5229369682351,116819.89994664887,4.221221451837671,77.91,Ecuador,0.6,-1.05810136505242,4231.61923466057,223.5724931506849,,6511.0,,,0.0,300.0,465.23,163.29270549270663,328.98,,,,,
2010,4.526923076923077,2.725625921030481,19103.708667518982,1201.2785291963878,48163.785782311235,37530.82012903226,22593.884615384617,22380.671875,767.1797633854843,47920.90876655139,1263.3668928571428,1182.220532367349,1086.6110969897622,83795.3567127518,59638.7135490243,1611.1044444444442,189191.95464359407,2.8440000000000007,17.7,12.5143074037657,67403.0876779676,19390.77260273973,682062.0,296501.064,107437.0,105925.0,9213.0,605417.0,5484.375,18443.83333333333,6644.09,261831.1733416,187001.225323,2853.638,528207.3326495349,11.259,-8.9,-12.9827464023919,987.409712037523,3.86,80.0113282356273,150.0,0.0,0.0,0.0,50.0,3.003,16.856763203025704,0.0,6941.56,2323.146,240.972,14385.0,-8.923999999999992,4.526762953837619,4.18033583680321,18143.825497202197,2717.9924593506757,99936.89410216054,72066.6922620559,27871.65839001625,29736.41471475078,1590.741186002234,94273.10298627804,1132.330495231763,2662.7996429360705,1285.1509749054596,76380.93533368211,59238.21603552395,867.2757258392654,153641.77188518865,5.182776055007935,93.08,Ecuador,3.5,1.8928651769599,4633.59128443099,242.4207426474296,,7206.0,,,0.0,330.0,475.301,133.7555072947658,339.73,,,,,
2011,3.229411764705883,1.4980473941282573,21444.271051476117,1233.621048390784,48321.85519648714,37652.06258064516,24820.73076923077,24513.8109375,769.2280274077275,49539.81123135824,1236.9799999999998,1194.0511358296628,1093.9718931485984,113299.3849288629,69557.72716246074,1534.6384444444443,225665.8539632935,1.2553636363636373,12.9,12.7743584232376,82409.9416494702,19155.997260273973,693121.0,297571.0,121800.0,109947.0,8935.0,650209.0,5674.293,18665.58333333333,7218.059999999999,376224.2112,229931.926481,2880.907,671238.8401082287,10.993999999999986,-50.3,-62.378046537795,1164.97882332035,4.16,70.00991220617388,150.0,0.0,0.0,0.0,70.0,4.504,16.9430800356466,0.0,10053.0,3655.906,228.805,18203.0,-50.339,8.187683100605444,9.579280796515121,20575.608955589076,2715.9390297714494,101532.78418190675,72180.07131570816,29082.661662072675,29939.862911321234,1573.2529407416291,100858.5936755302,1187.7835910804927,2692.459967144454,1411.5254581626434,112470.37309961424,71498.0842847892,996.2377030480573,190650.48405815582,16.486481378129323,108.09,Ecuador,7.9,6.22101651283937,5200.55510783504,264.2350684931507,,8235.0,,,0.0,240.0,500.2600000000001,161.6971512067243,334.0,,,,,
2012,4.937254901960784,4.367168401433585,21660.470216168556,1243.3044637670664,50102.641437396436,37815.87,24915.923076923078,24697.3734375,775.3316682212828,51153.933737223255,1309.5264642857142,1187.5652160885545,1163.485332968813,127618.26770286377,76499.92101301621,1686.8443333333335,250307.6817391513,13.909363636363635,86.8,121.779471768881,85075.9865371983,18680.17759562841,723168.0,297735.0,122200.0,122243.0,8527.0,682287.0,6523.809,18561.08333333333,7556.760000000001,399419.4548,256525.8,2942.407,735974.8433486641,86.82699999999997,-3.0,-3.24206011995115,1198.11763704007,4.16,110.0,150.0,0.0,0.0,0.0,110.0,6.082,17.030177785794297,0.0,10331.4,3526.94,227.255,17181.0,3.3999999999999915,11.992186357829306,17.1493800483596,20746.130137234853,2666.5846909135303,105775.66408757625,72177.87302596385,29185.251563764818,30079.221455152765,1531.1313056525519,105578.06993086387,1309.2490757595276,2680.722667954896,1475.0931685391301,123275.75089534455,78221.13215298844,961.8233205435047,204721.70585137658,23.222823402352677,110.04,Ecuador,5.6,4.07028680114558,5682.04610814497,269.1820028878911,,8235.0,,,0.0,520.0,503.5990000000001,154.04259300269894,357.67,,,,,
2013,2.2470588235294113,1.3258166223476573,21895.691695117108,1258.1794322389842,50802.16205455455,38132.58,24658.96153846154,25307.052140624997,737.5684191372868,51343.09712668898,1323.2788214285713,1204.5222756473183,1152.480823397441,125933.76655317373,78591.0048134993,1627.5503333333336,249521.9659900615,1.3239090909090925,7.6,8.1778916971454,85050.6843410957,19114.36164383561,740630.0,298350.0,123310.0,125098.0,7730.0,686972.0,7497.356,19098.916666666668,7570.71,392571.2729748128,253217.42682096665,2979.616,746647.1274076175,7.627999999999986,-18.0,-14.0729727685524,1208.91771020458,4.3,380.0,150.0,0.0,0.0,0.0,250.0,6.666,17.11806418039326,0.0,8950.300000000001,3907.781,211.19,17596.0,-17.99799999999999,3.783988607389498,3.417046861005481,20817.81840909634,2719.149158586948,108274.84452849724,72385.70995837284,29113.85293250352,30156.741267765054,1427.6160722620152,106455.59226364197,1459.5192223953663,2762.098307978663,1486.2570678876464,128499.99088876646,79478.22082460858,1007.4945219661383,211759.91144448105,6.800097759384791,112.06,Ecuador,4.9,3.38726700652121,6056.33121253813,272.0413424657534,,8832.0,,,0.0,520.0,526.344,151.7178595623358,388.2,,,,,
2014,1.9745098039215685,0.8842961125820978,21694.537981180863,1262.6528811905598,50343.098272116855,38163.99709677419,26246.24539087692,26021.46875,719.2136779242383,52632.6062333243,1354.1979642857145,1226.0281530841737,1141.6095630974476,117969.00620238578,84887.01635439963,1570.7757777777779,250911.0837300281,0.2069999999999988,7.4,8.28323982294835,83858.3404581765,19260.175342465755,753041.0,299953.17,122410.0,142416.0,7344.0,734801.0,8793.342,19646.58333333333,7153.45776478,399569.5030633084,277903.33560245065,3110.471,756350.3473203814,6.309999999999988,-23.0,-24.4980108135006,1251.17571867949,7.273,550.0,150.0,0.0,0.0,0.0,150.0,6.581,17.206747023554957,0.0,9158.3,4055.305,201.498,18209.0,-23.043000000000006,4.384725856668713,4.444661078992542,20684.63678247619,2736.2680867367726,109930.78528138339,72650.4723134855,29851.314185553223,33884.820395702605,1367.2914399714743,113500.47163222214,1671.9572140086832,2841.8351398495497,1423.557594308815,126722.63020010514,88576.20475842993,1065.2074538305544,223668.138437176,7.847435076044101,55.27,Ecuador,3.8,2.1989731610287,6377.09392877257,285.75165539175464,,8273.0,,,0.0,580.0,556.552,136.87121933862866,422.426753553,,,,,
2000,6.715384615384616,3.8629122543543204,9930.9583246059,1111.125024658348,38530.928028448616,27972.822354838707,14373.192307692309,14305.0,775.8024381045417,38329.87582022281,1238.9632857142856,1083.3751837494758,982.3088134893545,25336.106970909088,13867.299641487702,1467.3147777777776,56534.00540760606,13.333363636363636,110.5,13.4607875378227,39169.3595701504,19998.96448087432,645310.0,262766.0,102220.0,108970.0,9071.0,543160.0,5821.605,17243.0,6253.1,82259.467,46926.133,2891.0,189514.91022266663,110.505,-4.3,-4.22342810431169,390.093330934266,1.5,30.00424808836024,150.0,0.0,0.0,0.0,20.0,7.199,0.0,0.0,1379.2,609.992,115.962,1156.0,-4.34099999999998,14.87979250030292,3.2431040310379564,11329.705796307971,2810.86928562524,95037.33371407537,52872.49641180135,23352.620561264688,26616.15627771974,1601.3528760962618,86029.39053014983,1240.4350885594783,2492.193244848735,1238.1862515524313,22424.11010804457,13829.48263810025,994.7756426095705,55294.37524119067,30.99148853321073,22.58,Equatorial Guinea,110.5,13.4525053559424,1725.55758427978,1.5,30.00424808836024,800.0,0.0,,,30.0,115.962,,91.46966695229986,1379.2,609.992,115.962,1156.0,110.505
2001,4.263461538461539,2.930281244913585,9668.659956543117,1118.7346429012093,39538.73063394281,28960.063548387097,14984.038461538461,14775.3125,790.2021765131099,39338.68534403234,1220.4386071428569,1100.0031247655495,957.9869308480046,21570.47179199999,14603.11439407151,1421.7404444444444,55245.60717871478,6.4899090909090935,60.0,56.7889359897587,37133.2428088526,19997.528767123287,658180.0,262697.0,106290.0,113320.0,9328.0,555450.0,5801.352,17285.0,6035.9,72980.533,44058.4,2791.904,184137.51772486267,60.023000000000025,-6.6,-5.44704817261687,404.807861229282,1.2000000000000002,30.00424808836024,150.0,0.0,0.0,0.0,20.0,6.617999999999999,0.0,0.0,1795.0,847.4300000000001,172.58,1672.0,-6.569000000000003,8.691862437540996,8.574710601336651,10876.670343982503,2808.6829324959126,96768.25431359619,52932.989490124855,23636.892205065906,27056.049344875606,1628.5796139191652,87768.61468424904,1221.4431344042625,2494.7777771996807,1189.7514506241878,20439.310076293546,13388.860348274175,935.5337664811832,55213.48168250477,17.257819795172416,19.35,Equatorial Guinea,60.0,56.7889359897587,2313.16593689273,1.2000000000000002,30.00424808836024,1110.0,0.0,,,20.0,172.58,,119.90567193721928,1795.0,964.613,172.58,1672.0,60.023000000000025
